run_ID,runname,MRT_Pa,MRT_Th,median_Pad,median_Thd,median_Pap,median_Thp,MAE_no_weights_Pad,MAE_no_weights_Thd,MAE_no_weights_Pap,MAE_no_weights_Thp,MAE_tot_weights_Pad,MAE_tot_weights_Thd,MAE_tot_weights_Pap,MAE_tot_weights_Thp,MAE_vol_weights_Pad,MAE_vol_weights_Thd,MAE_vol_weights_Pap,MAE_vol_weights_Thp,MAE_unc_weights_Pad,MAE_unc_weights_Thd,MAE_unc_weights_Pap,MAE_unc_weights_Thp,RMSE_no_weights_Pad,RMSE_no_weights_Thd,RMSE_no_weights_Pap,RMSE_no_weights_Thp,RMSE_tot_weights_Pad,RMSE_tot_weights_Thd,RMSE_tot_weights_Pap,RMSE_tot_weights_Thp,PaThWs,PaDesConst,ThDesConst,sigmaPaPOC,sigmaPaCa,sigmaPaOp,sigmaPaDu,sigmaPaNeph,sigmaThPOC,sigmaThCa,sigmaThOp,sigmaThDu,sigmaThNeph
1771,1TU1771_PI,1.641633275272587,1.4639769162393161,0.00914857841328809,0.06984588758628742,0.01479187801159179,0.15931989077416084,3.4365992647022496,7.10214472511643,0.038101164562925206,0.7401198428440938,3.6047555578456962,7.1251705039751485,0.029985900066969152,0.6094882746632985,3.57927302154403,8.986197432605495,0.03380004654105147,1.054878868677222,2.423602406154874,4.5573568701930025,0.02214268402357065,0.4118141009037336,4.192595613488717,9.11735374279312,0.06598391414136777,1.45020640714396,4.33409195019578,8.889282249158894,0.05292436165982979,0.9280461721562052,2293.6406307023303,0.5014994938046123,2.070077622664874,0.375504927610136,6.520675824211638,36.725083245241215,0.1029952395522214,0.049146397520546,0.5423512496494466,80.99740468888326,8.403954638529147,0.4000699072808453,0.10880825731624
1772,1TU1772_PI,1.6668134243391122,1.0084030957523453,0.009178627442483678,0.04855962942274531,0.010624752855415484,0.11530951254850642,3.431818683214731,7.14404349027083,0.04161333489825526,0.8032258205232506,3.593745492271145,7.165768934973153,0.029225258551390295,0.6332325368985448,3.5682258837700602,9.042635475710819,0.03682333274641391,1.1504254377788832,2.4223737042460654,4.577750405367544,0.022449277343921468,0.4369098512170506,4.184414122955872,9.18323706707909,0.0701648780099607,1.5115586682153552,4.32064889053987,8.94084270002814,0.05476130519251269,0.985703650867885,3177.9860514018733,3.9243913755658304,1.0633656582635704,2.843584048543223,12.702006221400657,56.88152589520286,0.1313200422156639,0.0256644084000292,1.729385306364361,70.06030735412376,13.682733846473596,0.514847426726927,0.0461742162789744
1773,1TU1773_PI,0.927857025196766,1.103212429494392,0.004568300212692967,0.06376664820625412,0.008176337761103946,0.08786255364529778,3.4469735153768806,7.100809576480844,0.044234113096878386,0.8423876942427851,3.618245419721081,7.119162496401008,0.02975548495573934,0.6477358255212758,3.590517833042378,8.976662098657822,0.0395053839766361,1.2095115711956954,2.4329331217862795,4.558865332608136,0.02322130579914317,0.4518266888531421,4.202851628571696,9.111815016753113,0.07302733283423711,1.5503636863776322,4.34806433417112,8.880579502879646,0.0567996466422446,1.0256211121432024,4148.551202028571,0.7446936333189962,4.2655636380267,1.2996359018996122,23.020287753863308,69.13193095508572,0.0175576402590319,0.007430999728156,2.54777895152794,89.97862699319231,13.62349835873858,0.1510444126104691,0.0184219510987368
1774,1TU1774_PI,1.3104170423616808,0.9128152786290231,0.00836376307891139,0.05681424589703922,0.008575457940110342,0.09303876438335767,3.4383389525729053,7.135867941220834,0.04381076732327639,0.8353712238982829,3.6051969836464917,7.154825024168494,0.02960574552911131,0.6453424829551351,3.5783715293511116,9.031606144421847,0.03900593492128154,1.1990712933470957,2.4272079299767144,4.569656166489246,0.023068835567222043,0.44944627583876856,4.192178347162713,9.175760966856904,0.07256113774854232,1.543548700441579,4.333299382871712,8.928867422554399,0.056418025912527536,1.018828426882852,3936.265754093538,3.820769773371769,1.5300443552126568,1.7966393011928057,22.07487873068696,46.30624688302966,0.1625751314060201,0.0388838666253975,0.1353995777627014,60.87371197858025,15.016123090011268,0.5421793415377841,0.0658063437561809
1775,1TU1775_PI,1.332759413356448,0.8790675589755794,0.007738406389918304,0.048864316074161245,0.008767155186369897,0.09524255492130451,3.4387088142419118,7.14508402327838,0.04359080679633286,0.8321676827842581,3.6057055821805974,7.166312470442763,0.02954155568005966,0.6440795344530308,3.5781752616130285,9.045970722880744,0.038773237057984196,1.1941340910471254,2.4282054062673577,4.575364188659268,0.022999611929478782,0.44818309335847933,4.192152437659438,9.190270825407678,0.07231858056751837,1.5403262850362587,4.333797512933575,8.943520707029373,0.05621788480365332,1.015430102440041,3841.55587585091,4.830603898726942,0.901674020274326,3.0298977005328944,36.02757833890451,48.239511900956096,0.0399521769041776,0.0320547248355115,0.3630571024800252,66.05477086160187,15.521139137091778,0.2961000174216332,0.1018156082868352
1776,1TU1776_PI,6.554507963985327,5.063839186151482,0.027267386624977533,0.17891467120000862,0.05493665488287853,0.5947390885069272,3.387931871539585,6.8922110430427,0.05651644928713089,0.4757952541680252,3.5278319260716935,6.879710557052816,0.09434521124485357,0.8522704071856808,3.5053966845118447,8.66579284841585,0.06749000768347595,0.7659830860419004,2.393772293463271,4.444993589446845,0.055970376719501544,0.45446284093832595,4.131248496230165,8.803141050292352,0.08468248369281824,1.1611018997906695,4.248970736828587,8.577963406001254,0.12358877878480609,1.2441640522945339,613.2006929107838,4.65236751377968,2.895930111927288,1.5962850412268,39.82868058758396,44.5008856393788,0.1782761545087571,0.0502347136375555,2.4808742266268,85.56890674053916,11.052396365452838,0.4795939106688149,0.3015340226041326
1777,1TU1777_PI,1.5567885426183827,0.925559174724555,0.01295331248288868,0.062157101240533336,0.007882187351505206,0.08575846526541901,3.433436411702402,7.124182833813512,0.044612335816850125,0.8459582881637752,3.600559145131926,7.1458811524721035,0.029884723350371702,0.6494219771005848,3.5738276251129535,9.017242808024253,0.039817687839393476,1.2149524514679562,2.423971125429149,4.565851888743018,0.023341662040591796,0.45349745182851203,4.186787048575828,9.155371779025119,0.07339311447414895,1.5541154313633843,4.328366234878787,8.91624448488252,0.057056949784670276,1.0298404800720218,4264.936608970673,3.2171059487989844,2.37874982946882,1.751632621564532,16.515093365719334,15.858118413534552,0.1892320975005267,0.0109086004341793,0.754401909456861,67.45214868678076,9.31698275752249,0.5208742539209751,0.1467258415799317
1778,1TU1778_PI,6.798937208515542,14.77987617200593,0.02234376591989368,1.265567815373974,0.06102817547020331,0.6425192916693125,3.380372597106367,4.965340817663457,0.062493949958157685,0.5130721520806186,3.507862471792977,4.213914508270294,0.10398102624791536,1.0105977572866376,3.4934022104519116,5.471897963787999,0.0751321116037894,0.8170314942040516,2.3832865450733407,3.1210273454926694,0.0616942907516838,0.5423020820644718,4.124948288270251,6.68141661142519,0.09220518441470094,1.180678869557183,4.2273689824931235,5.549013271951472,0.13641438174539583,1.4987328168782799,562.2826568188707,1.3584443249954543,4.760656885694547,1.643917759245361,2.6895319795717985,40.1506502354865,0.1098061354194673,0.0049998237934094,1.161468486997656,4.235029429952965,10.682011191014505,0.2479313696576595,0.1429731203672488
1779,1TU1779_PI,5.712414974047742,3.986235539572532,0.02041939169036078,0.10779566575238808,0.04735207121122302,0.5062921057261687,3.3924156254192304,7.004784888962828,0.04758406687710441,0.4579789821474993,3.5296552636619225,7.029399061860662,0.07715411534239432,0.7141427941633416,3.5101544516497936,8.8480391861681,0.05496833855149156,0.7057283749741785,2.394611872581992,4.514625530596648,0.0461310579155042,0.3920327767651681,4.1375772347981155,8.958517588468794,0.07287657059505098,1.1622802554843477,4.251418317901122,8.766170247225176,0.10334233154066204,1.0683297183900848,720.1307855044269,3.290964883078032,2.0071771083734964,1.7540705525303928,15.989700088391816,61.29342235463317,0.1512918062694148,0.0036546506377465,0.2943337065486601,115.88712026615924,6.955198888349529,0.2375804615575372,0.14789618799564
1780,1TU1780_PI,1.5512755948001777,0.8171366222507119,0.009770692685673195,0.041297740936247815,0.008033629676429026,0.08678183411381105,3.431694461385719,7.150010803584753,0.044470601652777976,0.8445407728863571,3.594620395831249,7.173100468363187,0.02991627751049879,0.6491878176030904,3.569238949138962,9.050530799735046,0.039729356924813074,1.2128644828445787,2.421920857980317,4.5823239802641265,0.02331937409122467,0.453232141871646,4.184884127680683,9.19025861639264,0.07323509805700305,1.5527838506825646,4.322198221234666,8.949035218746701,0.05703485672028705,1.0286778733194253,4216.7106683334205,3.554460510910846,1.536240433717745,1.7525084255802603,10.749542978645708,44.275636049893,0.1061710508683422,0.0028143196095119,0.1922411164765245,96.74964965565336,14.779893417173302,0.3105011353869349,0.0957553988323713
