run_ID,runname,MRT_Pa,MRT_Th,median_Pad,median_Thd,median_Pap,median_Thp,MAE_unc_weights_Pad,MAE_unc_weights_Thd,MAE_unc_weights_Pap,MAE_unc_weights_Thp,MAE_no_weights_Pad,MAE_no_weights_Thd,MAE_no_weights_Pap,MAE_no_weights_Thp,PaThWs,PaDesConst,ThDesConst,sigmaPaPOC,sigmaPaCa,sigmaPaOp,sigmaPaDu,sigmaPaNeph,sigmaThPOC,sigmaThCa,sigmaThOp,sigmaThDu,sigmaThNeph
1020,KDE1020_PI,46.06069557803821,10.56528553857072,0.8611313458058744,1.5321477253497389,0.032148793,0.34507893204910184,1.5135769819931053,3.2613725381380507,0.026245279494030903,0.3440055291945625,2.300124735938458,5.212750807,0.034385541901075914,0.49812414653347115,1000,1,1,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1021,KDE1021_PI,59.22540607540052,13.160824258247896,1.0720320071069087,1.899297994004277,0.032447231,0.34428095427072164,1.3288878703928597,2.9168005128472867,0.025309135809244064,0.3440380960596382,2.0308458668721827,4.657836405990787,0.034194912,0.4965585909687061,1000,1.5,1.5,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1022,KDE1022_PI,72.02786863,15.712740760856232,1.2860531727549545,2.265726185659966,0.032707863,0.3437436607279171,1.2113161927698757,2.612562768942937,0.024482873978371796,0.3437015982700352,1.8293582243369995,4.159126144911503,0.034031545,0.4952218121542278,1000,2,2,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1023,KDE1023_PI,77.06571213273492,16.72402951189323,1.3724370628570848,2.411732725719565,0.032800292,0.3433724303690113,1.1780363133055436,2.5079019444470245,0.024175196249940932,0.3436355818206683,1.7677876593505508,3.984419041845178,0.033966194,0.49472107246209474,1000,2.2,2.2,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1024,KDE1024_PI,82.06156918922625,17.73077126,1.4613904384066658,2.560942631,0.032965949,0.3428405935181274,1.1529699671940699,2.411015540473527,0.023877953585709696,0.3436273254921292,1.7161513844335043,3.823298889887689,0.033898093204328746,0.49440177045030387,1000,2.4,2.4,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1025,KDE1025_PI,87.01835570359277,18.733435913078484,1.5485349291867145,2.709557012,0.033099024520693236,0.3428375302056029,1.1311475680189107,2.3275047659135213,0.023600134282359873,0.34361279094612257,1.6683440619553997,3.680023365370116,0.033850658,0.4941481970339591,1000,2.6,2.6,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1026,KDE1026_PI,91.93858414596099,19.732432932642475,1.6346603069302323,2.8603588567165863,0.033218738,0.34298976956147265,1.1127655186039656,2.2501819752571013,0.023349475719954427,0.34362434061462555,1.6248947669626213,3.5496094622395793,0.033834656,0.49401250369268046,1000,2.8,2.8,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1027,KDE1027_PI,96.82444278,20.728121807050773,1.7274376189982625,3.0092263141776274,0.033329737,0.34334325267434046,1.0981273646004008,2.1848514837991635,0.023114464668255227,0.3436298166620894,1.5872382943707768,3.4388495726632193,0.033825032,0.49391874350309317,1000,3,3,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1028,KDE1028_PI,99.25509338874176,21.224826499586108,1.7688179520461818,3.085131898668015,0.033439610659594624,0.34337459670323944,1.092396017953652,2.1548510340277436,0.023003930468660172,0.3436332113604329,1.5706299074030656,3.3882109481382856,0.033821271711450995,0.4938913255216049,1000,3.1,3.1,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1029,KDE1029_PI,101.67785460249455,21.720820534407128,1.813042820916067,3.1592264677411412,0.033520693,0.34322646905282045,1.0876080755513169,2.1284537815906592,0.022895721940674282,0.3436347693259603,1.5554839141433496,3.3421628554094256,0.033816454,0.49390033334946626,1000,3.2,3.2,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1030,KDE1030_PI,104.09293281879374,22.216138251370378,1.8543764319263834,3.2302202685614407,0.033594374,0.343193319,1.0836640471167127,2.106869409518477,0.022789610306657215,0.34362702,1.5424477140416233,3.299459450838295,0.033810446,0.49390475250814336,1000,3.3,3.3,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1031,KDE1031_PI,106.50052289973249,22.710812147840045,1.9004137711243452,3.309154311841641,0.033638951,0.3431280967698687,1.0803854425005333,2.0880441276702344,0.022687385,0.3436104025843229,1.530466446214225,3.260661457593462,0.033804849,0.49390489387029646,1000,3.4,3.4,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1032,KDE1032_PI,108.90080922042497,23.20487299568997,1.9426150057882658,3.3872779781784956,0.033705609,0.3434560019614495,1.0776584073307782,2.0726633517818063,0.022594455,0.3435853292742632,1.5192680037528488,3.2265500239133282,0.033803838,0.4939010436927093,1000,3.5,3.5,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1033,KDE1033_PI,111.29396687729997,23.69835000404969,1.9862588492067428,3.465123694498647,0.033792843,0.3434414319318862,1.0756126173347254,2.061539284,0.022503251204709255,0.3435521893555709,1.509175292869881,3.1978483614081763,0.033801728355700625,0.4938934649428966,1000,3.6,3.6,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1034,KDE1034_PI,113.68016134866821,24.19127087419629,2.0318780629697146,3.5444237076120495,0.033888416,0.3435867764475484,1.0744630217279216,2.0534135329584458,0.022413800544503037,0.34351135,1.4999536853818256,3.173655350979173,0.033798658,0.49388240081991613,1000,3.7,3.7,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1035,KDE1035_PI,116.05954980213532,24.68366194481228,2.078574074865813,3.6199287712317916,0.034009124,0.3436389691909562,1.074009877967109,2.0470932103593835,0.022326123434037413,0.3434961438489628,1.491445543510314,3.1534545714869666,0.03379475,0.49387804739227065,1000,3.8,3.8,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1036,KDE1036_PI,118.43228167272183,25.17554831535763,2.1250098980429994,3.696497583,0.034094256,0.3435728275077863,1.0739229665571726,2.0427705694406644,0.022240233,0.3435080967089945,1.4835423833664256,3.137805428344118,0.033790116,0.49388097312131124,1000,3.9,3.9,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1037,KDE1037_PI,120.79849927146763,25.66695393073742,2.1708061893428257,3.769419469705198,0.034195746,0.343566894,1.0743330751066327,2.040622845435133,0.022156135347413324,0.3435127001686611,1.4761277156706165,3.125709724048507,0.033784859,0.4938808452168949,1000,4,4,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1038,KDE1038_PI,132.53640507177963,28.11753101567188,2.3990492710045834,4.1562754080703845,0.034767272,0.3434946909807704,1.0889971009697976,2.055504661042436,0.021787496245534808,0.34347396,1.4543342126262917,3.110078509429135,0.033773,0.4938563108212999,1000,4.5,4.5,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1039,KDE1039_PI,144.12938866162244,30.559097137438968,2.626570732849518,4.541700588891072,0.03515124,0.3433622297219037,1.1211757246619658,2.110945237392129,0.021505619591847876,0.3436884620006471,1.4525973756826587,3.158085087623743,0.033835423571851854,0.4939438471968732,1000,5,5,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1040,KDE1040_PI,109.79906706501028,30.230499380120623,2.0273304749051593,4.975757848125182,0.022771548012300472,0.24184199427943043,1.0416568215685815,1.9326190287277853,0.020410325475116155,0.3521980987046286,1.4484907048955133,2.9218600249775273,0.035689097,0.6008831329054932,1400,4.1,4.1,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1041,KDE1041_PI,111.71183779731385,30.78693932210154,2.064597218749504,5.0650057071001475,0.022795710049808807,0.24176794934399956,1.043346420137662,1.942957144964464,0.020400146492012335,0.3520564799904375,1.442660696763412,2.928204855922094,0.035721269,0.6009426495561837,1400,4.2,4.2,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1042,KDE1042_PI,113.61765547918881,31.342380110657082,2.099268428623582,5.149080550472006,0.022832595837826042,0.2416010158571154,1.0453104475043187,1.9554251043659168,0.020389723,0.35191379992555727,1.4372160026696088,2.9388414304047195,0.035751632533045564,0.6010020823961559,1400,4.3,4.3,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1043,KDE1043_PI,115.51666749685988,31.89684267229582,2.135831802935994,5.232067746745932,0.022861023080666596,0.2420281275132266,1.0478034210910487,1.969756026,0.020379093,0.351770108,1.432427658635039,2.9527344617269558,0.035780286557186285,0.601061427,1400,4.4,4.4,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1044,KDE1044_PI,119.29483099978611,33.00291245605332,2.2127029953635713,5.409966171729984,0.022884137835774702,0.24223351511811883,1.0549366203955812,2.0062812793463505,0.020359756120471844,0.3514798768204604,1.4256942361418254,2.9907332340659316,0.035835133,0.6011798259670873,1400,4.6,4.6,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1045,KDE1045_PI,121.17424529708154,33.554557273276316,2.2496066898532634,5.500401553989633,0.022926071700331833,0.24224558450918202,1.0590888739162636,2.027983892808361,0.020350642,0.35133342444326704,1.4232380302187753,3.014363845584305,0.035861081,0.6012388668558644,1400,4.7,4.7,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1046,KDE1046_PI,123.04738026630436,34.10529916885667,2.289607461304083,5.587396228395984,0.022954888,0.2424143969503104,1.063850770268109,2.050817642477716,0.020345376973355176,0.3511861358309658,1.421479704540583,3.0402001997007306,0.0358896,0.6012977912396684,1400,4.8,4.8,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1047,KDE1047_PI,124.91435343800116,34.65515508147648,2.3278871219957553,5.680650592568825,0.022990000765704954,0.24275407151197173,1.0691324740227184,2.075299492,0.020341635343627925,0.3510380499935054,1.4201443900790869,3.0689266938326636,0.035917932,0.6013565906411508,1400,4.9,4.9,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1048,KDE1048_PI,123.15833812975418,26.15790158221706,2.2165677817516682,3.8466621892589665,0.034317726,0.34335147479718586,1.0755722510971626,2.0405396845671944,0.022074485,0.34351025588986733,1.4698715429249787,3.1174725841168245,0.03378013,0.4938778424895053,1000,4.1,4.1,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1049,KDE1049_PI,125.51192751795192,26.64841287573853,2.2623793838396993,3.924503338592412,0.03441135,0.3432605134483299,1.0778586731561506,2.0421121988496522,0.021996934806862038,0.34350121480445694,1.464610440827678,3.1111920063452434,0.033776733337086876,0.49387236573812854,1000,4.2,4.2,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1050,KDE1050_PI,127.85939075792982,27.13850850398358,2.3074178718209137,4.0014495738873315,0.034513954580568336,0.3434281172084496,1.0806093273722481,2.0447682408520884,0.021925290298121368,0.3434858683968562,1.460103294071969,3.107973768823763,0.033774707,0.49386459631367413,1000,4.3,4.3,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1051,KDE1051_PI,130.2008457312964,27.62820825764052,2.3542224418544038,4.077694658108866,0.034617491,0.34335698670453085,1.0846068808029403,2.049496999419022,0.021855467596118724,0.34346429381773425,1.4569821756943477,3.108012756344692,0.033773362,0.49385441830134863,1000,4.4,4.4,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1052,KDE1052_PI,134.86617656092253,28.606494888776414,2.443116395039529,4.233265704940834,0.034840590207407346,0.3434806884697311,1.093631671955841,2.062763768671738,0.021721216,0.343527157,1.4521223658068203,3.1138754348648767,0.033772533316994376,0.493875043,1000,4.6,4.6,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1053,KDE1053_PI,137.19026356930684,29.095117206311908,2.4873662752014023,4.309428488977697,0.034904827,0.3432949023482269,1.0994125876513066,2.0715778152299467,0.021658996624915695,0.3435737493710935,1.4509657055468077,3.119616423200296,0.033784958038005714,0.49389132193701274,1000,4.7,4.7,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1054,KDE1054_PI,139.5087653466094,29.58341452714193,2.5325357381817946,4.385852458187292,0.034968818904168676,0.34333038237222496,1.1063359206260872,2.082756908174942,0.021602615082009034,0.3436172322133099,1.4512024142790005,3.128253619484988,0.033799722,0.4939098492874606,1000,4.8,4.8,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1055,KDE1055_PI,141.82177671281397,30.071402761072317,2.578377817324006,4.462439147,0.035088478938570034,0.3433983325166819,1.113589172130645,2.0961430206589777,0.021553456914181025,0.3436558768424466,1.451746072747003,3.1416787583092076,0.033817721,0.4939279949666073,1000,4.9,4.9,0.02,0.23,0.22,0.0044,0.028,0.084,3.97,0.11,0.0023,0.028
1056,KDE1056_PI,42.34640094693156,11.29122149978569,0.8498728909410704,2.0741972328166405,0.019121426689531366,0.21129609736514976,1.486842170960865,3.0002246357049454,0.020724383834296676,0.3685298791304792,2.284426071192438,4.934942782006304,0.034722569446479154,0.6437646140959292,1600,1,1,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1057,KDE1057_PI,52.12497309835162,13.923214095812124,1.0062705653980994,2.467559815817528,0.019163709696645895,0.211653758,1.3382229977015778,2.668485899182446,0.020659379,0.3677199967254483,2.070943984631234,4.4157409414491084,0.035158243535499616,0.6435076276361176,1600,1.5,1.5,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1058,KDE1058_PI,61.55264770747804,16.50670792272251,1.1621483725294117,2.8496316019305925,0.019232781,0.2113528392409636,1.2308695552926792,2.3939679786930435,0.020616538427557573,0.366816752,1.895631211585273,3.9609931841152157,0.035510656,0.6433707203536373,1600,2,2,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1059,KDE1059_PI,65.24015491514744,17.528431649719472,1.223678622609118,3.008997766986178,0.019255098314810204,0.21148237876986545,1.1986806092049616,2.302839788412772,0.020592221601844794,0.3665924327692134,1.8371594515840544,3.8044672935059003,0.035622468,0.6433355444502205,1600,2.2,2.2,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1060,KDE1060_PI,68.88476675415144,18.54413494186584,1.2876362729009125,3.165653950646253,0.019298733617557556,0.21119525806552122,1.1688305483820194,2.2182166505821277,0.020566454457342544,0.366405417,1.783138869882894,3.6575334248014753,0.035733201,0.6433087096397774,1600,2.4,2.4,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1061,KDE1061_PI,72.48919296143018,19.554184768465888,1.3515434318329609,3.3184860349007903,0.019374003011291503,0.21079425887816106,1.1425916099870899,2.1435635371455315,0.020543794964842287,0.36620946981026126,1.7344143629469535,3.5243134490480097,0.035842179,0.6432859590174138,1600,2.6,2.6,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1062,KDE1062_PI,76.05584572,20.558909247684696,1.4150922465114368,3.474976574,0.019424350781422003,0.2106359506541851,1.121609460978158,2.0838645537224645,0.020528053319070278,0.36600584326700036,1.6920254325204718,3.4085343616077046,0.035948331,0.6432677449708128,1600,2.8,2.8,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1063,KDE1063_PI,79.58688626492723,21.558602711253496,1.4761185840344475,3.6264735482787613,0.019481008334255413,0.21057621732547394,1.1041677626647988,2.0336200764597625,0.020516723937763232,0.3657956174389091,1.6551163348445936,3.307963654761608,0.036046583,0.6432543837464813,1600,3,3,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1064,KDE1064_PI,81.33966777639512,22.056646764751598,1.5071644002424984,3.704582381532162,0.019508743577927954,0.21058898559786512,1.0961245988795347,2.0119924030093475,0.020510470402557476,0.3656884422663252,1.637497904206026,3.2623569941590156,0.036091494473159236,0.643249735,1600,3.1,3.1,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1065,KDE1065_PI,83.08426099428306,22.553530572053916,1.538693616557895,3.7821352789086418,0.019537833,0.2103826601235397,1.0885573477085477,1.9948331543865196,0.020504374,0.36557992057959376,1.6203452797283604,3.219740687701309,0.03613396,0.6432463250199512,1600,3.2,3.2,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1066,KDE1066_PI,84.82088039123153,23.049283412592565,1.5699797153705293,3.859170325575086,0.019585321053686558,0.2104819157357527,1.0813439186788312,1.979004274182712,0.02049813,0.3654701391620504,1.603672464803959,3.179180284590416,0.036174024,0.6432441532179429,1600,3.3,3.3,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1067,KDE1067_PI,86.54973025181923,23.543933219732217,1.6017309175221672,3.9335150878810268,0.019579120835782306,0.21053388564909814,1.0745511914226284,1.9650854257012702,0.020491527731750968,0.36535917742766877,1.5876897337296871,3.1423585004617633,0.036211887579255544,0.6432432138166931,1600,3.4,3.4,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1068,KDE1068_PI,88.27100535457964,24.037506652433546,1.6324301877655976,4.009620704720568,0.019597091855292507,0.21072756483138383,1.068524684860273,1.9522724661855624,0.020484372,0.36524710811290306,1.572613012794755,3.107003648028155,0.036247372,0.6432434960671018,1600,3.5,3.5,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1069,KDE1069_PI,89.98489152232456,24.530029181839417,1.6626648159270938,4.086065457105802,0.019603696,0.2107949179697919,1.0634365365553688,1.9409914332301255,0.02047672,0.3651339982590964,1.558700889739588,3.0738466686326786,0.036280609,0.6432449856931498,1600,3.6,3.6,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1070,KDE1070_PI,91.69156617113144,25.021525182876324,1.6913572486275288,4.168812092182385,0.019606965348228683,0.21071143235521375,1.0586415987858848,1.9321096134696456,0.020468851,0.36501990963518843,1.545256946912705,3.0452073967770685,0.036312252,0.6432476647736219,1600,3.7,3.7,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1071,KDE1071_PI,93.39119894237352,25.512017905930403,1.7211684203341158,4.246529434434618,0.019644029,0.21076122706459907,1.0545708198041341,1.9255196937210468,0.020463510309756835,0.3649048992946063,1.532799794,3.0209695308576627,0.036344147,0.6432515131043475,1600,3.8,3.8,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
1072,KDE1072_PI,95.08395171569454,26.001529624105327,1.7522012255922053,4.323840475682539,0.019659748063897885,0.21081189138025422,1.0507393861519816,1.9201528265131464,0.020458759642518014,0.36478901990948925,1.5207213568699702,2.999524254424865,0.036374483,0.6432565074823771,1600,3.9,3.9,0.021,0.097,0.24,0.0028,0.026,0.21,1.73,0.029,0.018,0.096
